u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,access,ref,bridge,width,tunnel
1232644013,1232644316,0,"[789350614, 107213238, 789350615]",False,Road No 4,residential,False,49.004,"LINESTRING (72.8923582 19.0679594, 72.8925865 19.0677856, 72.8926891 19.0677074, 72.8927213 19.0676829)",,,,,,yes,,
1232644156,3206284093,0,107213254,False,,residential,False,70.473,"LINESTRING (72.8971045 19.0679354, 72.8972283 19.0681355, 72.8974335 19.0684876)",,,,,,,,
1232644156,1232644335,0,107213254,False,,residential,True,266.065,"LINESTRING (72.8971045 19.0679354, 72.8969003 19.0676945, 72.8966594 19.0674906, 72.8962509 19.0672226, 72.8958817 19.0670662, 72.8954803 19.0669073, 72.8954163 19.0668837, 72.8951995 19.0668142, 72.8949664 19.0667369)",,,,,,,,
1232644156,4445143775,0,1335309076,False,Sainath Mandir Road,residential,False,48.325,"LINESTRING (72.8971045 19.0679354, 72.8969111 19.0680528, 72.8967369 19.0681947)",,,,,,,,
1232644156,12951470684,0,1335309076,False,Sainath Mandir Road,residential,True,142.04899999999998,"LINESTRING (72.8971045 19.0679354, 72.8974232 19.0678095, 72.8977627 19.0677494, 72.8981079 19.0677577, 72.8984168 19.0678184)",,,,,,,,
1232644197,1683617366,0,223306036,False,Service Road,residential,True,9.409,"LINESTRING (72.9026691 19.0681221, 72.9027291 19.0680593)",,,,,,,10,
1232644197,2146273512,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,False,102.28,"LINESTRING (72.9026691 19.0681221, 72.9022111 19.0680965, 72.9016993 19.0681456)",,,30,yes,,,,
1232644197,1232644913,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,True,244.722,"LINESTRING (72.9026691 19.0681221, 72.9029239 19.0683731, 72.9029963 19.0685049, 72.9032591 19.0692592, 72.9037499 19.0700425)",,,30,yes,,,,
1232644316,6431316960,0,1120261361,False,,residential,False,214.294,"LINESTRING (72.8927213 19.0676829, 72.8915969 19.0660752)",,,,,,,,
1232644316,7384021676,0,275787643,False,Road No 4,residential,False,134.98600000000002,"LINESTRING (72.8927213 19.0676829, 72.8930784 19.067501, 72.8931584 19.067503, 72.8934509 19.0675102, 72.8938191 19.0675697, 72.8939513 19.0675794)",,,,,,,,
1232644316,1232644013,0,"[107213238, 789350614, 789350615]",False,Road No 4,residential,True,49.004000000000005,"LINESTRING (72.8927213 19.0676829, 72.8926891 19.0677074, 72.8925865 19.0677856, 72.8923582 19.0679594)",,,,,,yes,,
1232644316,2804433703,0,1188046681,False,Pipeline Road,residential,True,116.091,"LINESTRING (72.8927213 19.0676829, 72.893264 19.0685163, 72.8933031 19.0685703)",,,,,,,,
1232644335,2246472069,0,151488615,False,Road No 4,residential,False,23.489,"LINESTRING (72.8949664 19.0667369, 72.8950293 19.0665342)",,,,,,,,
1232644335,4445143770,0,151488615,False,Road No 4,residential,True,29.429,"LINESTRING (72.8949664 19.0667369, 72.8949152 19.0669971)",,,,,,,,
1232644335,1232644156,0,107213254,False,,residential,False,266.065,"LINESTRING (72.8949664 19.0667369, 72.8951995 19.0668142, 72.8954163 19.0668837, 72.8954803 19.0669073, 72.8958817 19.0670662, 72.8962509 19.0672226, 72.8966594 19.0674906, 72.8969003 19.0676945, 72.8971045 19.0679354)",,,,,,,,
1232644362,2246471962,0,215293614,False,Prakash Thorat Marg,residential,True,13.328,"LINESTRING (72.8964352 19.0650845, 72.8963222 19.0651389)",,,,yes,,,,
1232644362,2439252025,0,215242020,False,,residential,False,138.787,"LINESTRING (72.8964352 19.0650845, 72.8966073 19.0650458, 72.8970224 19.0650022, 72.8972282 19.0650223, 72.8973772 19.0650659, 72.897583 19.0651531, 72.8976993 19.0652226)",,,,,,,,
1232644362,2439252021,0,215293614,False,Prakash Thorat Marg,residential,False,51.665,"LINESTRING (72.8964352 19.0650845, 72.8965017 19.0649874, 72.8966412 19.0646643)",,,,yes,,,,
1232644427,10809175121,0,107213261,True,,trunk_link,False,37.887,"LINESTRING (72.9022692 19.0673842, 72.9019997 19.0671579)",2,,,,,,,
1232644427,1232644986,0,"[107213217, 1162263406, 618748726]",True,Amar Mahal Junction Flyover,trunk,False,590.58,"LINESTRING (72.9022692 19.0673842, 72.9019206 19.0671329, 72.9018815 19.0671048, 72.900388 19.0660853, 72.8980139 19.0644474, 72.8977483 19.0642315)",2,,70,,NH48,yes,,
1232644443,11043282242,0,107213250,False,,residential,False,167.70600000000002,"LINESTRING (72.8985023 19.0677398, 72.8985057 19.0676266, 72.8985015 19.0676098, 72.8983815 19.06745, 72.8983534 19.0674125, 72.8974039 19.0667163)",,,,,,,,
1232644443,12951470684,0,1409439215,True,,residential,False,14.503,"LINESTRING (72.8985023 19.0677398, 72.8984894 19.0677382, 72.8984654 19.0677427, 72.8984442 19.0677542, 72.8984275 19.0677722, 72.898418 19.0677945, 72.8984168 19.0678184)",,,,,,,,
1232644505,5865538270,0,"[107213246, 1274068119]",True,Chembur Flyover,trunk_link,False,225.551,"LINESTRING (72.8976319 19.0643742, 72.8978545 19.0646102, 72.8987215 19.0652151, 72.8993351 19.0655958)",2,,,,,yes,,
1232644505,1232644762,0,"[100145738, 618243211, 1162263407]",True,Amar Mahal Junction Flyover,trunk,False,591.4010000000001,"LINESTRING (72.8976319 19.0643742, 72.8979455 19.0645365, 72.9003244 19.0661664, 72.9017974 19.0671718, 72.9022101 19.0674623)",2,,70,,NH48,yes,,
1232644512,1643351868,0,122277851,False,Shell Colony Road,tertiary,False,131.674,"LINESTRING (72.8983876 19.063349, 72.8982374 19.063409, 72.8971917 19.0636991)",2,,,,,,,
1232644512,1366857600,0,122277851,False,Shell Colony Road,tertiary,True,37.388000000000005,"LINESTRING (72.8983876 19.063349, 72.898483 19.0632807, 72.8984966 19.0631479, 72.8985532 19.0630759)",2,,,,,,,
1232644519,1232643956,0,314585679,False,,residential,True,74.173,"LINESTRING (72.8993155 19.0685331, 72.8987654 19.0688721, 72.8987337 19.0689075)",,,,,,,,
1232644519,7816158000,0,837191773,True,,residential,False,3.6310000000000002,"LINESTRING (72.8993155 19.0685331, 72.8993302 19.0685417, 72.8993467 19.0685465)",,roundabout,,,,,,
1232644609,1232644928,0,107213259,False,,residential,False,80.442,"LINESTRING (72.8983556 19.0700041, 72.8987012 19.0706496)",,,,,,,,
1232644609,1232643956,0,107213224,False,Road 2,residential,False,138.339,"LINESTRING (72.8983556 19.0700041, 72.8985622 19.0698395, 72.8987098 19.0696255, 72.8987856 19.0693804, 72.8987834 19.069125, 72.8987337 19.0689075)",,,,,,,,
1232644609,1232644770,0,107213224,False,Road 2,residential,True,153.696,"LINESTRING (72.8983556 19.0700041, 72.8980856 19.0701105, 72.897794 19.0701321, 72.8975099 19.0700665, 72.8974824 19.0700503, 72.8972615 19.0699205, 72.8970738 19.0697085)",,,,,,,,
1232644635,4445143770,0,151488615,False,Road No 4,residential,False,82.978,"LINESTRING (72.8947132 19.0677185, 72.8949152 19.0669971)",,,,,,,,
1232644635,7384021677,0,789350613,False,Road No 4,residential,True,64.035,"LINESTRING (72.8947132 19.0677185, 72.8941177 19.0675966)",,,,,,,,
1232644635,12353523816,0,"[1335309077, 107213255]",False,Road 13,residential,False,202.367,"LINESTRING (72.8947132 19.0677185, 72.8952552 19.0683166, 72.8958958 19.0690235, 72.895959 19.0691058)",,,,,,,,
1232644648,2246472196,0,151488617,False,,residential,False,95.31,"LINESTRING (72.8964595 19.0700538, 72.89568 19.0704919)",,,,,,,,
1232644648,1232644770,0,151488617,False,,residential,True,75.113,"LINESTRING (72.8964595 19.0700538, 72.8970738 19.0697085)",,,,,,,,
1232644648,2246472199,0,235853246,False,Sainath Mandir Road,residential,False,139.649,"LINESTRING (72.8964595 19.0700538, 72.8966432 19.0703043, 72.8968857 19.0705233, 72.8970341 19.0706109, 72.8971702 19.0706913, 72.8974849 19.0708011)",,,,,,,,
1232644648,7380517054,0,"[447345434, 235853246]",False,Sainath Mandir Road,residential,True,81.94399999999999,"LINESTRING (72.8964595 19.0700538, 72.896386 19.069914, 72.89629 19.0696782, 72.8962165 19.0695044, 72.8961587 19.0693744)",,,,,,,,
1232644665,2804443043,0,"[275766283, 275766286, 285611391]",True,Lokmanya Tilak Terminus Road,tertiary,False,351.796,"LINESTRING (72.8924407 19.0683195, 72.8923024 19.0682669, 72.8921928 19.0681933, 72.8920827 19.0681484, 72.8919425 19.0681125, 72.8910683 19.0680346, 72.88987 19.0679279, 72.8896439 19.0678893, 72.8894781 19.0678337, 72.8892102 19.0676837)",2,,,,,yes,,
1232644665,2804594089,0,1429909242,False,,tertiary,False,35.507999999999996,"LINESTRING (72.8924407 19.0683195, 72.8923401 19.0681463, 72.8922363 19.0680742)",,,,,,,,
1232644726,11068677534,0,215293614,False,Prakash Thorat Marg,residential,False,70.218,"LINESTRING (72.8954855 19.0658987, 72.8959673 19.0654612)",,,,yes,,,,
1232644726,2934429247,0,1148433780,True,Road No 4,residential,False,39.44499999999999,"LINESTRING (72.8954855 19.0658987, 72.8954461 19.0658958, 72.8953055 19.0659577, 72.8951554 19.0660528)",,,,,,,,
1232644762,1157625205,0,618748729,True,Eastern Express Highway,trunk,False,217.285,"LINESTRING (72.9022101 19.0674623, 72.9036653 19.0684728, 72.9038561 19.0686422)",3,,,,NH48,,,
1232644770,1232644648,0,151488617,False,,residential,False,75.113,"LINESTRING (72.8970738 19.0697085, 72.8964595 19.0700538)",,,,,,,,
1232644770,1232644609,0,107213224,False,Road 2,residential,False,153.696,"LINESTRING (72.8970738 19.0697085, 72.8972615 19.0699205, 72.8974824 19.0700503, 72.8975099 19.0700665, 72.897794 19.0701321, 72.8980856 19.0701105, 72.8983556 19.0700041)",,,,,,,,
1232644770,3206284093,0,107213224,False,Road 2,residential,True,157.111,"LINESTRING (72.8970738 19.0697085, 72.896976 19.0694919, 72.8969429 19.0692585, 72.8969768 19.0690252, 72.8970754 19.0688089, 72.8972314 19.0686253, 72.8974335 19.0684876)",,,,,,,,
1232644913,2146269442,0,206386130,False,Road No. 4,tertiary,True,22.662,"LINESTRING (72.9037499 19.0700425, 72.9035547 19.0701291)",,,,,,,,
1232644913,1232644197,0,107213260,False,Dr Nandita Rane's Eye Clinic,residential,False,244.722,"LINESTRING (72.9037499 19.0700425, 72.9032591 19.0692592, 72.9029963 19.0685049, 72.9029239 19.0683731, 72.9026691 19.0681221)",,,30,yes,,,,
1232644913,2146269444,0,"[206386130, 206386334]",False,"['Road No. 4', 'Shanti Path']",tertiary,False,426.29699999999997,"LINESTRING (72.9037499 19.0700425, 72.9043325 19.0698356, 72.9044446 19.0698779, 72.9072031 19.0716126)",2,,,,,,,
1232644920,1232644928,0,235853246,False,Sainath Mandir Road,residential,True,37.11,"LINESTRING (72.8989883 19.0704553, 72.8987012 19.0706496)",,,,,,,,
1232644920,5913464539,0,1175244411,False,,residential,True,67.502,"LINESTRING (72.8989883 19.0704553, 72.8993896 19.0709293)",,,,,,,,
1232644920,7816158000,0,235853246,False,Sainath Mandir Road,residential,False,230.817,"LINESTRING (72.8989883 19.0704553, 72.8992751 19.0701379, 72.8994622 19.0697597, 72.8995362 19.0693385, 72.8994661 19.0689187, 72.8993467 19.0685465)",,,,,,,,
1232644928,1232644609,0,107213259,False,,residential,True,80.442,"LINESTRING (72.8987012 19.0706496, 72.8983556 19.0700041)",,,,,,,,
1232644928,1232644920,0,235853246,False,Sainath Mandir Road,residential,False,37.11,"LINESTRING (72.8987012 19.0706496, 72.8989883 19.0704553)",,,,,,,,
1232644928,2246472199,0,235853246,False,Sainath Mandir Road,residential,True,131.92899999999997,"LINESTRING (72.8987012 19.0706496, 72.8984144 19.07077, 72.8981086 19.0708367, 72.8977949 19.0708472, 72.8974849 19.0708011)",,,,,,,,
1232644986,6573886332,0,"[618748722, 107213219]",True,"['Chembur Flyover', 'Eastern Express Highway']",trunk,False,636.399,"LINESTRING (72.8977483 19.0642315, 72.8952743 19.062527, 72.8943845 19.0618694, 72.892888 19.0608186)",4,,,,NH48,yes,,
1336408320,1903627624,0,22844470,False,Deonar Village Road,secondary,False,203.311,"LINESTRING (72.9168874 19.0522593, 72.9170973 19.0520994, 72.9183951 19.0511138)",,,,,,,,
1336408320,2248802188,0,22844470,False,Deonar Village Road,secondary,True,218.92899999999997,"LINESTRING (72.9168874 19.0522593, 72.9166889 19.0524156, 72.9159998 19.0527385, 72.91509 19.0532443)",,,,,,,,
1336408320,2248802001,0,215438473,False,,residential,True,171.984,"LINESTRING (72.9168874 19.0522593, 72.9164164 19.0521322, 72.91616 19.0520874, 72.9157699 19.0520822, 72.9154578 19.0521322, 72.9152906 19.0521928)",,,,,,,,
1336410620,6581543381,0,237575751,False,B S Devashi Marg,residential,True,64.653,"LINESTRING (72.914435 19.0545188, 72.9143542 19.0539424)",,,,,,,,
1336410620,11052081278,0,626376033,False,,living_street,False,62.124,"LINESTRING (72.914435 19.0545188, 72.9145235 19.0550712)",,,,,,,,
1336410620,3878506008,0,"[128273111, 237575751]",False,B S Devashi Marg,residential,"[False, True]",97.822,"LINESTRING (72.914435 19.0545188, 72.9149223 19.0544841, 72.9152225 19.0541774)",,,,,,,,
1336410623,6581543381,0,237575751,False,B S Devashi Marg,residential,False,45.72,"LINESTRING (72.914297 19.0535348, 72.9143542 19.0539424)",,,,,,,,
1336410623,10279809043,0,1124100708,False,B S Devashi Marg,secondary,True,13.33,"LINESTRING (72.914297 19.0535348, 72.9142765 19.0534165)",2,,,,,,,
1336410623,2248802188,0,22844470,False,Deonar Village Road,secondary,False,89.649,"LINESTRING (72.914297 19.0535348, 72.9147322 19.0534047, 72.9148918 19.0533436, 72.91509 19.0532443)",,,,,,,,
1336410623,8696272782,0,430346735,False,,secondary,True,163.428,"LINESTRING (72.914297 19.0535348, 72.9132068 19.0538559, 72.9128846 19.0539243, 72.9128038 19.0539414)",,,,,,,,
1351234029,6571926778,0,"[620862787, 120518831]",False,P.L. Lokhande Marg,secondary,True,37.578,"LINESTRING (72.908286 19.0612301, 72.9079641 19.061318, 72.9079425 19.0613239)",,,,,,yes,,
1351234029,1654383278,0,"[376483488, 1231059625, 620862788]",True,P.L. Lokhande Marg,secondary,False,243.888,"LINESTRING (72.908286 19.0612301, 72.9084615 19.061181, 72.9092896 19.0608529, 72.9094737 19.06078, 72.9097598 19.0606659, 72.9098848 19.0606208, 72.910013 19.0605746, 72.910186 19.0605242, 72.9102983 19.0604902, 72.9104548 19.0604609)",,,,,,yes,,
1351234030,2248802695,0,1231059625,True,P.L. Lokhande Marg,secondary,False,123.826,"LINESTRING (72.9127058 19.0606754, 72.913879 19.0607778)",,,,,,,,
1351234030,11416892189,0,1231059628,False,,residential,False,7.755,"LINESTRING (72.9127058 19.0606754, 72.9127158 19.0606063)",,,,,,,,
1351234053,2246471822,0,120518831,False,P.L. Lokhande Marg,secondary,True,28.521,"LINESTRING (72.9025325 19.0633795, 72.9022867 19.0634882)",,,,,,,,
1351234053,4357289635,0,120518831,False,P.L. Lokhande Marg,secondary,False,67.038,"LINESTRING (72.9025325 19.0633795, 72.9026928 19.0633124, 72.9031157 19.0631353)",,,,,,,,
1351234053,4357289668,0,626185300,False,,residential,False,143.56199999999998,"LINESTRING (72.9025325 19.0633795, 72.9026031 19.0634191, 72.9026558 19.0634333, 72.9028741 19.0634428, 72.9030321 19.0634119, 72.9036468 19.063272, 72.9038555 19.063216)",,,,,,,,
1351247410,7370608142,0,152633757,False,P.L. Lokhande Marg,secondary,True,36.898,"LINESTRING (72.9175698 19.0620317, 72.917406 19.0617382)",,,,,,,,
1351247410,8973771543,0,1147807385,True,,trunk_link,False,239.423,"LINESTRING (72.9175698 19.0620317, 72.9165574 19.0624427, 72.9160186 19.0626579, 72.9157668 19.0627511, 72.9155108 19.0628103, 72.9154556 19.0628251)",3,,,,,,,
1351247411,7370608146,0,152633757,False,P.L. Lokhande Marg,secondary,False,16.258,"LINESTRING (72.9171401 19.0613343, 72.9172234 19.0614575)",,,,,,,,
1351247411,5913226245,0,152633757,False,P.L. Lokhande Marg,secondary,True,46.394,"LINESTRING (72.9171401 19.0613343, 72.9168292 19.0610381)",,,,,,,,
1351247411,7370608138,0,788339776,False,,residential,False,59.208,"LINESTRING (72.9171401 19.0613343, 72.9166306 19.0615615)",,,,,,,,
1366008977,5926760156,0,1153117577,False,,secondary,True,4.865,"LINESTRING (72.8807541 19.0650538, 72.8807894 19.0650821)",,,,,,,,
1366009007,1367093353,0,789757046,False,,residential,True,47.595,"LINESTRING (72.8825525 19.066763, 72.8829512 19.066966)",,,,,,,,
1366009007,4264430447,0,235853250,False,,residential,False,65.88799999999999,"LINESTRING (72.8825525 19.066763, 72.8823314 19.0662845, 72.8822776 19.0662358)",,,,,,,,
1366009007,7383907175,0,789757044,False,Railway Colony Road,residential,True,49.438,"LINESTRING (72.8825525 19.066763, 72.8826174 19.0669566, 72.8827111 19.0671813)",,,,,,,,
1366009025,1647285766,0,235864685,False,,residential,True,34.771,"LINESTRING (72.8823152 19.068241, 72.8822457 19.0683425, 72.882104 19.0684798)",,,,,,,,
1366009050,2246472177,0,235864685,False,,residential,False,18.087,"LINESTRING (72.8804319 19.0701287, 72.8805498 19.0700102)",,,,,,,,
1366009050,4357358499,0,122183206,False,Pipe Line Road,residential,False,88.536,"LINESTRING (72.8804319 19.0701287, 72.8804952 19.0704406, 72.8805937 19.0709101)",,,,,,,,
1366009050,7379899432,0,789278054,False,,residential,True,57.126999999999995,"LINESTRING (72.8804319 19.0701287, 72.8803431 19.0697501, 72.8803053 19.0696293)",,,,,,,,
1366009086,11045733895,0,122177874,False,Masrani Lane,residential,True,20.522,"LINESTRING (72.8838291 19.0746057, 72.8836485 19.0745355)",,,,,,,,
1366009086,2246472362,0,151889279,False,,residential,False,74.398,"LINESTRING (72.8838291 19.0746057, 72.8837695 19.073939)",,,,,,,,
1366009086,10199117049,0,122177874,False,Masrani Lane,residential,False,192.09199999999998,"LINESTRING (72.8838291 19.0746057, 72.8839927 19.0746874, 72.884461 19.0751379, 72.8845878 19.0751691, 72.884743 19.0751365, 72.885113 19.0748503, 72.8852728 19.0747267)",,,,,,,,
1366009129,1647285813,0,260786326,False,,tertiary,True,54.891,"LINESTRING (72.8825456 19.0762088, 72.8830665 19.0762453)",,,,,,,,
1366009129,11054406698,0,122177874,False,Masrani Lane,residential,False,77.413,"LINESTRING (72.8825456 19.0762088, 72.8824475 19.0756937, 72.8824115 19.0755469, 72.8824104 19.0755248)",,,,,,,,
1366009129,1366027980,0,570227374,False,Masrani Lane,tertiary,True,91.032,"LINESTRING (72.8825456 19.0762088, 72.8821058 19.0761728, 72.8816826 19.0761381)",,,,,,,,
1366009151,1647285813,0,423860907,False,,residential,True,96.105,"LINESTRING (72.8833953 19.0770518, 72.8830665 19.0762453)",,,,,,,,
1366009151,11054434362,0,22855090,False,New Hall Road,residential,False,39.503,"LINESTRING (72.8833953 19.0770518, 72.8831439 19.0771302, 72.8830755 19.0771683, 72.8830589 19.0771939)",,,,,,,,
1366009151,12393340593,0,151889257,False,our lady of velankanni marg,residential,False,108.21300000000001,"LINESTRING (72.8833953 19.0770518, 72.8836381 19.0776833, 72.8836747 19.0779281, 72.883707 19.0779727)",,,,,,,,
1366027980,11054465485,0,570227371,False,Pipe Line Road,residential,False,135.507,"LINESTRING (72.8816826 19.0761381, 72.8819411 19.077332)",,,,,,,,
1366027980,6117377483,0,570227371,False,Pipe Line Road,residential,True,256.809,"LINESTRING (72.8816826 19.0761381, 72.8812616 19.0738631)",,,,,,,,
1366027980,2246472442,0,570227374,False,Masrani Lane,tertiary,True,87.288,"LINESTRING (72.8816826 19.0761381, 72.8808534 19.0760924)",,,,,,,,
1366027980,1366009129,0,570227374,False,Masrani Lane,tertiary,False,91.032,"LINESTRING (72.8816826 19.0761381, 72.8821058 19.0761728, 72.8825456 19.0762088)",,,,,,,,
1366027983,7401192412,0,125344250,False,Premier Road,tertiary,False,11.383,"LINESTRING (72.8857407 19.0772722, 72.8857244 19.0773734)",,,,,,,,
1366027983,2246472474,0,125344250,False,Premier Road,tertiary,True,91.45,"LINESTRING (72.8857407 19.0772722, 72.8862871 19.0766321)",,,,,,,,
1366027983,4357416049,0,"[151889267, 260786326]",False,,tertiary,False,251.10000000000002,"LINESTRING (72.8857407 19.0772722, 72.8851856 19.0771591, 72.8850264 19.0771267, 72.8848886 19.0770922, 72.8847978 19.0770749, 72.8844201 19.0770031, 72.8843123 19.0769639, 72.8841358 19.0766696, 72.8838607 19.0764506, 72.8836828 19.0763541)",,,,,,,,
1366054221,1643035306,0,122184151,False,Station Road,residential,True,49.413,"LINESTRING (72.8995913 19.0770508, 72.8992352 19.077341)",,,,,,,,
1366054221,6569434369,0,1390046458,False,Road Number 7,tertiary,False,17.723,"LINESTRING (72.8995913 19.0770508, 72.8997534 19.0770948)",,,,,,,,
1366054221,12353524312,0,107213247,False,Somaiya College Road,tertiary,False,588.4939999999999,"LINESTRING (72.8995913 19.0770508, 72.8987967 19.0761552, 72.8970859 19.0737932, 72.8970086 19.0736894, 72.8963321 19.0727524)",,,,,,,,
1366794970,3798943881,0,122269605,True,D P Road,secondary,False,39.6,"LINESTRING (72.9111052 19.0553834, 72.9112769 19.0557004)",,,,,,,,
